"data";"uso";"ano";"mes"
"2015-07-02";7539;2015;7
"2015-07-03";7161;2015;7
"2015-07-04";3449;2015;7
"2015-07-05";3534;2015;7
"2015-07-06";7827;2015;7
"2015-07-07";7409;2015;7
"2015-07-08";7344;2015;7
"2015-07-09";7019;2015;7
"2015-07-10";6017;2015;7
"2015-07-11";3214;2015;7
"2015-07-12";4066;2015;7
"2015-07-13";8233;2015;7
"2015-07-14";7819;2015;7
"2015-07-15";6891;2015;7
"2015-07-16";7396;2015;7
"2015-07-17";6205;2015;7
"2015-07-18";2318;2015;7
"2015-07-19";2700;2015;7
"2015-07-20";7536;2015;7
"2015-07-21";7427;2015;7
"2015-07-22";7242;2015;7
"2015-07-23";6948;2015;7
"2015-07-24";6024;2015;7
"2015-07-25";3183;2015;7
"2015-07-26";3231;2015;7
"2015-07-27";7633;2015;7
"2015-07-28";8792;2015;7
"2015-07-29";7712;2015;7
"2015-07-30";8056;2015;7
"2015-07-31";6345;2015;7
"2015-08-01";3666;2015;8
"2015-08-02";3637;2015;8
"2015-08-03";46473;2015;8
"2015-08-04";28695;2015;8
"2015-08-05";7855;2015;8
"2015-08-06";17968;2015;8
"2015-08-07";7568;2015;8
"2015-08-08";3526;2015;8
"2015-08-09";3362;2015;8
"2015-08-10";8500;2015;8
"2015-08-11";8324;2015;8
"2015-08-12";7638;2015;8
"2015-08-13";20355;2015;8
"2015-08-14";16296;2015;8
"2015-08-15";3334;2015;8
"2015-08-16";3612;2015;8
"2015-08-17";8315;2015;8
"2015-08-18";7698;2015;8
"2015-08-19";7430;2015;8
"2015-08-20";6966;2015;8
"2015-08-21";7451;2015;8
"2015-08-22";4130;2015;8
"2015-08-23";4304;2015;8
"2015-08-24";8614;2015;8
"2015-08-25";7669;2015;8
"2015-08-26";7550;2015;8
"2015-08-27";7376;2015;8
"2015-08-28";17297;2015;8
"2015-08-29";3169;2015;8
"2015-08-30";2913;2015;8
"2015-08-31";5865;2015;8
"2015-09-01";69909;2015;9
"2015-09-02";7407;2015;9
"2015-09-03";6590;2015;9
"2015-09-04";12218;2015;9
"2015-09-05";2985;2015;9
"2015-09-06";2035;2015;9
"2015-09-07";3585;2015;9
"2015-09-08";6358;2015;9
"2015-09-09";7055;2015;9
"2015-09-10";7396;2015;9
"2015-09-11";7025;2015;9
"2015-09-12";2754;2015;9
"2015-09-13";3784;2015;9
"2015-09-14";8272;2015;9
"2015-09-15";11236;2015;9
"2015-09-16";6485;2015;9
"2015-09-17";6495;2015;9
"2015-09-18";7055;2015;9
"2015-09-19";3434;2015;9
"2015-09-20";3810;2015;9
"2015-09-21";33793;2015;9
"2015-09-22";7026;2015;9
"2015-09-23";6500;2015;9
"2015-09-24";6379;2015;9
"2015-09-25";6402;2015;9
"2015-09-26";3160;2015;9
"2015-09-27";3136;2015;9
"2015-09-28";8139;2015;9
"2015-09-29";6615;2015;9
"2015-09-30";6726;2015;9
"2015-10-01";5815;2015;10
"2015-10-02";39707;2015;10
"2015-10-03";2573;2015;10
"2015-10-04";3224;2015;10
"2015-10-05";6439;2015;10
"2015-10-06";5844;2015;10
"2015-10-07";5362;2015;10
"2015-10-08";5403;2015;10
"2015-10-09";12241;2015;10
"2015-10-10";2570;2015;10
"2015-10-11";1443;2015;10
"2015-10-12";2885;2015;10
"2015-10-13";5959;2015;10
"2015-10-14";5655;2015;10
"2015-10-15";5772;2015;10
"2015-10-16";5489;2015;10
"2015-10-17";2814;2015;10
"2015-10-18";2726;2015;10
"2015-10-19";6378;2015;10
"2015-10-20";6489;2015;10
"2015-10-21";35015;2015;10
"2015-10-22";6122;2015;10
"2015-10-23";5813;2015;10
"2015-10-24";2836;2015;10
"2015-10-25";2956;2015;10
"2015-10-26";6071;2015;10
"2015-10-27";5721;2015;10
"2015-10-28";6023;2015;10
"2015-10-29";6131;2015;10
"2015-10-30";6465;2015;10
"2015-10-31";3017;2015;10
"2015-11-01";2074;2015;11
"2015-11-02";3336;2015;11
"2015-11-03";5911;2015;11
"2015-11-04";5278;2015;11
"2015-11-05";63388;2015;11
"2015-11-06";5687;2015;11
"2015-11-07";3365;2015;11
"2015-11-08";2620;2015;11
"2015-11-09";6202;2015;11
"2015-11-10";5570;2015;11
"2015-11-11";4149;2015;11
"2015-11-12";2557;2015;11
"2015-11-13";2531;2015;11
"2015-11-14";2090;2015;11
"2015-11-15";2367;2015;11
"2015-11-16";3695;2015;11
"2015-11-17";3212;2015;11
"2015-11-18";3125;2015;11
"2015-11-19";3515;2015;11
"2015-11-20";3281;2015;11
"2015-11-21";2029;2015;11
"2015-11-22";2172;2015;11
"2015-11-23";62686;2015;11
"2015-11-24";4739;2015;11
"2015-11-25";3848;2015;11
"2015-11-26";5275;2015;11
"2015-11-27";4236;2015;11
"2015-11-28";1653;2015;11
"2015-11-29";1475;2015;11
"2015-11-30";3285;2015;11
"2015-12-01";68647;2015;12
"2015-12-02";3285;2015;12
"2015-12-03";3085;2015;12
"2015-12-04";2639;2015;12
"2015-12-05";915;2015;12
"2015-12-06";1952;2015;12
"2015-12-07";7647;2015;12
"2015-12-08";4844;2015;12
"2015-12-09";4560;2015;12
"2015-12-10";4699;2015;12
"2015-12-11";4381;2015;12
"2015-12-12";2380;2015;12
"2015-12-13";2338;2015;12
"2015-12-14";5570;2015;12
"2015-12-15";4820;2015;12
"2015-12-16";4866;2015;12
"2015-12-17";4733;2015;12
"2015-12-18";6174;2015;12
"2015-12-19";2879;2015;12
"2015-12-20";2570;2015;12
"2015-12-21";40664;2015;12
"2015-12-22";5238;2015;12
"2015-12-23";4564;2015;12
"2015-12-24";1883;2015;12
"2015-12-25";980;2015;12
"2015-12-26";2263;2015;12
"2015-12-27";2075;2015;12
"2015-12-28";5102;2015;12
"2015-12-29";4881;2015;12
"2015-12-30";3125;2015;12
"2015-12-31";1219;2015;12
"2016-01-01";676;2015;1
"2016-01-02";1721;2015;1
"2016-01-03";2137;2015;1
"2016-01-04";6975;2016;1
"2016-01-05";5965;2016;1
"2016-01-06";5631;2016;1
"2016-01-07";6994;2016;1
"2016-01-08";6460;2016;1
"2016-01-09";3233;2016;1
"2016-01-10";4093;2016;1
"2016-01-11";7539;2016;1
"2016-01-12";86811;2016;1
"2016-01-13";5643;2016;1
"2016-01-14";6973;2016;1
"2016-01-15";42568;2016;1
"2016-01-16";3765;2016;1
"2016-01-17";3501;2016;1
"2016-01-18";7928;2016;1
"2016-01-19";7076;2016;1
"2016-01-20";6345;2016;1
"2016-01-21";7917;2016;1
"2016-01-22";13074;2016;1
"2016-01-23";4318;2016;1
"2016-01-24";4589;2016;1
"2016-01-25";9829;2016;1
"2016-01-26";7559;2016;1
"2016-01-27";8045;2016;1
"2016-01-28";8824;2016;1
"2016-01-29";9610;2016;1
"2016-01-30";3790;2016;1
"2016-01-31";3027;2016;1
"2016-02-01";7062;2016;2
"2016-02-02";7167;2016;2
"2016-02-03";10470;2016;2
"2016-02-04";7340;2016;2
"2016-02-05";5181;2016;2
"2016-02-06";2948;2016;2
"2016-02-07";2611;2016;2
"2016-02-08";3843;2016;2
"2016-02-09";3285;2016;2
"2016-02-10";5789;2016;2
"2016-02-11";5811;2016;2
"2016-02-12";38100;2016;2
"2016-02-13";3803;2016;2
"2016-02-14";3919;2016;2
"2016-02-15";54650;2016;2
"2016-02-16";7645;2016;2
"2016-02-17";7487;2016;2
"2016-02-18";8148;2016;2
"2016-02-19";7378;2016;2
"2016-02-20";4312;2016;2
"2016-02-21";4352;2016;2
"2016-02-22";9635;2016;2
"2016-02-23";6950;2016;2
"2016-02-24";7479;2016;2
"2016-02-25";48762;2016;2
"2016-02-26";6189;2016;2
"2016-02-27";3848;2016;2
"2016-02-28";3491;2016;2
"2016-02-29";7704;2016;2
"2016-03-01";6789;2016;3
"2016-03-02";6866;2016;3
"2016-03-03";11470;2016;3
"2016-03-04";67245;2016;3
"2016-03-05";4014;2016;3
"2016-03-06";4138;2016;3
"2016-03-07";8284;2016;3
"2016-03-08";7010;2016;3
"2016-03-09";8393;2016;3
"2016-03-10";7548;2016;3
"2016-03-11";8165;2016;3
"2016-03-12";3730;2016;3
"2016-03-13";4294;2016;3
"2016-03-14";8972;2016;3
"2016-03-15";7984;2016;3
"2016-03-16";7872;2016;3
"2016-03-17";6264;2016;3
"2016-03-18";5802;2016;3
"2016-03-19";4085;2016;3
"2016-03-20";4151;2016;3
"2016-03-21";51732;2016;3
"2016-03-22";8179;2016;3
"2016-03-23";7116;2016;3
"2016-03-24";8861;2016;3
"2016-03-25";5030;2016;3
"2016-03-26";2266;2016;3
"2016-03-27";2705;2016;3
"2016-03-28";7242;2016;3
"2016-03-29";8331;2016;3
"2016-03-30";8279;2016;3
"2016-03-31";8682;2016;3
"2016-04-01";8277;2016;4
"2016-04-02";4332;2016;4
"2016-04-03";4178;2016;4
"2016-04-04";47864;2016;4
"2016-04-05";8863;2016;4
"2016-04-06";8316;2016;4
"2016-04-07";9447;2016;4
"2016-04-08";10596;2016;4
"2016-04-09";9707;2016;4
"2016-04-10";6272;2016;4
"2016-04-11";8489;2016;4
"2016-04-12";9348;2016;4
"2016-04-13";8241;2016;4
"2016-04-14";8996;2016;4
"2016-04-15";6724;2016;4
"2016-04-16";3720;2016;4
"2016-04-17";3771;2016;4
"2016-04-18";8622;2016;4
"2016-04-19";9692;2016;4
"2016-04-20";11534;2016;4
"2016-04-21";5548;2016;4
"2016-04-22";57570;2016;4
"2016-04-23";7354;2016;4
"2016-04-24";3491;2016;4
"2016-04-25";8686;2016;4
"2016-04-26";8606;2016;4
"2016-04-27";8552;2016;4
"2016-04-28";8117;2016;4
"2016-04-29";11804;2016;4
"2016-04-30";6782;2016;4
"2016-05-01";3283;2016;5
"2016-05-02";66514;2016;5
"2016-05-03";38544;2016;5
"2016-05-04";14908;2016;5
"2016-05-05";7836;2016;5
"2016-05-06";9652;2016;5
"2016-05-07";5989;2016;5
"2016-05-08";2800;2016;5
"2016-05-09";8307;2016;5
"2016-05-10";7576;2016;5
"2016-05-11";7015;2016;5
"2016-05-12";7073;2016;5
"2016-05-13";7701;2016;5
"2016-05-14";4602;2016;5
"2016-05-15";2989;2016;5
"2016-05-16";40463;2016;5
"2016-05-17";7040;2016;5
"2016-05-18";6171;2016;5
"2016-05-19";7021;2016;5
"2016-05-20";5661;2016;5
"2016-05-21";2624;2016;5
"2016-05-22";2892;2016;5
"2016-05-23";7181;2016;5
"2016-05-24";6061;2016;5
"2016-05-25";4080;2016;5
"2016-05-26";479;2016;5
"2016-05-27";2398;2016;5
"2016-05-28";2716;2016;5
"2016-05-29";2630;2016;5
"2016-05-30";7763;2016;5
"2016-05-31";6036;2016;5
"2016-06-01";56753;2016;6
"2016-06-02";6871;2016;6
"2016-06-03";4938;2016;6
"2016-06-04";2740;2016;6
"2016-06-05";2846;2016;6
"2016-06-06";7835;2016;6
"2016-06-07";6481;2016;6
"2016-06-08";6650;2016;6
"2016-06-09";7398;2016;6
"2016-06-10";5590;2016;6
"2016-06-11";2279;2016;6
"2016-06-12";2348;2016;6
"2016-06-13";6683;2016;6
"2016-06-14";6707;2016;6
"2016-06-15";5893;2016;6
"2016-06-16";6139;2016;6
"2016-06-17";28199;2016;6
"2016-06-18";5523;2016;6
"2016-06-19";6249;2016;6
"2016-06-20";61829;2016;6
"2016-06-21";10143;2016;6
"2016-06-22";8690;2016;6
"2016-06-23";7767;2016;6
"2016-06-24";6835;2016;6
"2016-06-25";5599;2016;6
"2016-06-26";4975;2016;6
"2016-06-27";6129;2016;6
"2016-06-28";4859;2016;6
"2016-06-29";5601;2016;6
"2016-06-30";5207;2016;6
"2016-07-01";8181;2016;7
"2016-07-02";7385;2016;7
"2016-07-03";9558;2016;7
"2016-07-04";69780;2016;7
"2016-07-05";22562;2016;7
"2016-07-06";24154;2016;7
"2016-07-07";6907;2016;7
"2016-07-08";7170;2016;7
"2016-07-09";2667;2016;7
"2016-07-10";2621;2016;7
"2016-07-11";8761;2016;7
"2016-07-12";8990;2016;7
"2016-07-13";8062;2016;7
"2016-07-14";7714;2016;7
"2016-07-15";6925;2016;7
"2016-07-16";2609;2016;7
"2016-07-17";2059;2016;7
"2016-07-18";6698;2016;7
"2016-07-19";6154;2016;7
"2016-07-20";12847;2016;7
"2016-07-21";38460;2016;7
"2016-07-22";9172;2016;7
"2016-07-23";7881;2016;7
"2016-07-24";10559;2016;7
"2016-07-25";15758;2016;7
"2016-07-26";15008;2016;7
"2016-07-27";11588;2016;7
"2016-07-28";7644;2016;7
"2016-07-29";6870;2016;7
"2016-07-30";8480;2016;7
"2016-07-31";10997;2016;7
"2016-08-01";14517;2016;8
"2016-08-02";16006;2016;8
"2016-08-03";37290;2016;8
"2016-08-04";68159;2016;8
"2016-08-05";62907;2016;8
"2016-08-06";7330;2016;8
"2016-08-07";10281;2016;8
"2016-08-08";58713;2016;8
"2016-08-09";21108;2016;8
"2016-08-10";14653;2016;8
"2016-08-11";11428;2016;8
"2016-08-12";13420;2016;8
"2016-08-13";18558;2016;8
"2016-08-14";11816;2016;8
"2016-08-15";20280;2016;8
"2016-08-16";42321;2016;8
"2016-08-17";12810;2016;8
"2016-08-18";12384;2016;8
"2016-08-19";11835;2016;8
"2016-08-20";9911;2016;8
"2016-08-21";11137;2016;8
"2016-08-22";15135;2016;8
"2016-08-23";6798;2016;8
"2016-08-24";5467;2016;8
"2016-08-25";6413;2016;8
"2016-08-26";9657;2016;8
"2016-08-27";10876;2016;8
"2016-08-28";11433;2016;8
"2016-08-29";26939;2016;8
"2016-08-30";16204;2016;8
"2016-08-31";12365;2016;8
"2016-09-01";46230;2016;9
"2016-09-02";49555;2016;9
"2016-09-03";15041;2016;9
"2016-09-04";8312;2016;9
"2016-09-05";12352;2016;9
"2016-09-06";10092;2016;9
"2016-09-07";5689;2016;9
"2016-09-08";6628;2016;9
"2016-09-09";8059;2016;9
"2016-09-10";7385;2016;9
"2016-09-11";10238;2016;9
"2016-09-12";81754;2016;9
"2016-09-13";13199;2016;9
"2016-09-14";9619;2016;9
"2016-09-15";6647;2016;9
"2016-09-16";7110;2016;9
"2016-09-17";7846;2016;9
"2016-09-18";10175;2016;9
"2016-09-19";15518;2016;9
"2016-09-20";15133;2016;9
"2016-09-21";12220;2016;9
"2016-09-22";9390;2016;9
"2016-09-23";9786;2016;9
"2016-09-24";9487;2016;9
"2016-09-25";9974;2016;9
"2016-09-26";14512;2016;9
"2016-09-27";14460;2016;9
"2016-09-28";11533;2016;9
"2016-09-29";9376;2016;9
"2016-09-30";7919;2016;9
"2016-10-01";7412;2016;10
"2016-10-02";10228;2016;10
"2016-10-03";94004;2016;10
"2016-10-04";12767;2016;10
"2016-10-05";9277;2016;10
"2016-10-06";7457;2016;10
"2016-10-07";8070;2016;10
"2016-10-08";6862;2016;10
"2016-10-09";6802;2016;10
"2016-10-10";10353;2016;10
"2016-10-11";11912;2016;10
"2016-10-12";8047;2016;10
"2016-10-13";10415;2016;10
"2016-10-14";8010;2016;10
"2016-10-15";6308;2016;10
"2016-10-16";9330;2016;10
"2016-10-17";14226;2016;10
"2016-10-18";13277;2016;10
"2016-10-19";8162;2016;10
"2016-10-20";31809;2016;10
"2016-10-21";7363;2016;10
"2016-10-22";6394;2016;10
"2016-10-23";6342;2016;10
"2016-10-24";11532;2016;10
"2016-10-25";10310;2016;10
"2016-10-26";7134;2016;10
"2016-10-27";5827;2016;10
"2016-10-28";6098;2016;10
"2016-10-29";1597;2016;10
"2016-10-30";1651;2016;10
"2016-10-31";7907;2016;10
"2016-11-01";4970;2016;11
"2016-11-02";2316;2016;11
"2016-11-03";5745;2016;11
"2016-11-04";4639;2016;11
"2016-11-05";1194;2016;11
"2016-11-06";1568;2016;11
"2016-11-07";5022;2016;11
"2016-11-08";4960;2016;11
"2016-11-09";6155;2016;11
"2016-11-10";7812;2016;11
"2016-11-11";63842;2016;11
"2016-11-12";1537;2016;11
"2016-11-13";4630;2016;11
"2016-11-14";58750;2016;11
"2016-11-15";9988;2016;11
"2016-11-16";12805;2016;11
"2016-11-17";8388;2016;11
"2016-11-18";9982;2016;11
"2016-11-19";8092;2016;11
"2016-11-20";10891;2016;11
"2016-11-21";18635;2016;11
"2016-11-22";15791;2016;11
"2016-11-23";15794;2016;11
"2016-11-24";93342;2016;11
"2016-11-25";10244;2016;11
"2016-11-26";7312;2016;11
"2016-11-27";10141;2016;11
"2016-11-28";24048;2016;11
"2016-11-29";19136;2016;11
"2016-11-30";17288;2016;11
"2016-12-01";48106;2016;12
"2016-12-02";28834;2016;12
"2016-12-03";7881;2016;12
"2016-12-04";10505;2016;12
"2016-12-05";14411;2016;12
"2016-12-06";16481;2016;12
"2016-12-07";11191;2016;12
"2016-12-08";97555;2016;12
"2016-12-09";108093;2016;12
"2016-12-10";7622;2016;12
"2016-12-11";9251;2016;12
"2016-12-12";17779;2016;12
"2016-12-13";18729;2016;12
"2016-12-14";16852;2016;12
"2016-12-15";10615;2016;12
"2016-12-16";14323;2016;12
"2016-12-17";9559;2016;12
"2016-12-18";12576;2016;12
"2016-12-19";21287;2016;12
"2016-12-20";17977;2016;12
"2016-12-21";13699;2016;12
"2016-12-22";10391;2016;12
"2016-12-23";7084;2016;12
"2016-12-24";1567;2016;12
"2016-12-25";1006;2016;12
"2016-12-26";5885;2016;12
"2016-12-27";5843;2016;12
"2016-12-28";7281;2016;12
"2016-12-29";5438;2016;12
"2016-12-30";3556;2016;12
"2016-12-31";1480;2016;12
"2017-01-01";1048;2016;1
"2017-01-02";95048;2017;1
"2017-01-03";19072;2017;1
"2017-01-04";17031;2017;1
"2017-01-05";13717;2017;1
"2017-01-06";12650;2017;1
"2017-01-07";9414;2017;1
"2017-01-08";12249;2017;1
"2017-01-09";75584;2017;1
"2017-01-10";20340;2017;1
"2017-01-11";16684;2017;1
"2017-01-12";13452;2017;1
"2017-01-13";13341;2017;1
"2017-01-14";9573;2017;1
"2017-01-15";12476;2017;1
"2017-01-16";19274;2017;1
"2017-01-17";21052;2017;1
"2017-01-18";18354;2017;1
"2017-01-19";13963;2017;1
"2017-01-20";13632;2017;1
"2017-01-21";10186;2017;1
"2017-01-22";12783;2017;1
"2017-01-23";21549;2017;1
"2017-01-24";20491;2017;1
"2017-01-25";18584;2017;1
"2017-01-26";13877;2017;1
"2017-01-27";47224;2017;1
"2017-01-28";9982;2017;1
"2017-01-29";13143;2017;1
"2017-01-30";20530;2017;1
"2017-01-31";22638;2017;1
"2017-02-01";108210;2017;2
"2017-02-02";13964;2017;2
"2017-02-03";12219;2017;2
"2017-02-04";10230;2017;2
"2017-02-05";13467;2017;2
"2017-02-06";20878;2017;2
"2017-02-07";21629;2017;2
"2017-02-08";17731;2017;2
"2017-02-09";13330;2017;2
"2017-02-10";12817;2017;2
"2017-02-11";11193;2017;2
"2017-02-12";14428;2017;2
"2017-02-13";22188;2017;2
"2017-02-14";21834;2017;2
"2017-02-15";16695;2017;2
"2017-02-16";13631;2017;2
"2017-02-17";15708;2017;2
"2017-02-18";9298;2017;2
"2017-02-19";10820;2017;2
"2017-02-20";16897;2017;2
"2017-02-21";17555;2017;2
"2017-02-22";17160;2017;2
"2017-02-23";73543;2017;2
"2017-02-24";13223;2017;2
"2017-02-25";6522;2017;2
"2017-02-26";6156;2017;2
"2017-02-27";11205;2017;2
"2017-02-28";14002;2017;2
"2017-03-01";104676;2017;3
"2017-03-02";13552;2017;3
"2017-03-03";14444;2017;3
"2017-03-04";10242;2017;3
"2017-03-05";14168;2017;3
"2017-03-06";26559;2017;3
"2017-03-07";20426;2017;3
"2017-03-08";15581;2017;3
"2017-03-09";13026;2017;3
"2017-03-10";12375;2017;3
"2017-03-11";9985;2017;3
"2017-03-12";12088;2017;3
"2017-03-13";19917;2017;3
"2017-03-14";17958;2017;3
"2017-03-15";15049;2017;3
"2017-03-16";14939;2017;3
"2017-03-17";13954;2017;3
"2017-03-18";9627;2017;3
"2017-03-19";10238;2017;3
"2017-03-20";25898;2017;3
"2017-03-21";76342;2017;3
"2017-03-22";17423;2017;3
"2017-03-23";13849;2017;3
"2017-03-24";12674;2017;3
"2017-03-25";9494;2017;3
"2017-03-26";12209;2017;3
"2017-03-27";18926;2017;3
"2017-03-28";19262;2017;3
"2017-03-29";17078;2017;3
"2017-03-30";13316;2017;3
"2017-03-31";12191;2017;3
"2017-04-01";9196;2017;4
"2017-04-02";7538;2017;4
"2017-04-03";92257;2017;4
"2017-04-04";42370;2017;4
"2017-04-05";15984;2017;4
"2017-04-06";13008;2017;4
"2017-04-07";13027;2017;4
"2017-04-08";9883;2017;4
"2017-04-09";12074;2017;4
"2017-04-10";19864;2017;4
"2017-04-11";10610;2017;4
"2017-04-12";9538;2017;4
"2017-04-13";83847;2017;4
"2017-04-14";3766;2017;4
"2017-04-15";2736;2017;4
"2017-04-16";1626;2017;4
"2017-04-17";16504;2017;4
"2017-04-18";14379;2017;4
"2017-04-19";17671;2017;4
"2017-04-20";11385;2017;4
"2017-04-21";8847;2017;4
"2017-04-22";9793;2017;4
"2017-04-23";11994;2017;4
"2017-04-24";19975;2017;4
"2017-04-25";20876;2017;4
"2017-04-26";17707;2017;4
"2017-04-27";12365;2017;4
"2017-04-28";8478;2017;4
"2017-04-29";7133;2017;4
"2017-04-30";8810;2017;4
"2017-05-01";9786;2017;5
"2017-05-02";86587;2017;5
"2017-05-03";25788;2017;5
"2017-05-04";17196;2017;5
"2017-05-05";13419;2017;5
"2017-05-06";10726;2017;5
"2017-05-07";11932;2017;5
"2017-05-08";23420;2017;5
"2017-05-09";19333;2017;5
"2017-05-10";16399;2017;5
"2017-05-11";12778;2017;5
"2017-05-12";15927;2017;5
"2017-05-13";9692;2017;5
"2017-05-14";11000;2017;5
"2017-05-15";19997;2017;5
"2017-05-16";23534;2017;5
"2017-05-17";15773;2017;5
"2017-05-18";17336;2017;5
"2017-05-19";15493;2017;5
"2017-05-20";10149;2017;5
"2017-05-21";11855;2017;5
"2017-05-22";19539;2017;5
"2017-05-23";62988;2017;5
"2017-05-24";25260;2017;5
"2017-05-25";12886;2017;5
"2017-05-26";12589;2017;5
"2017-05-27";10756;2017;5
"2017-05-28";3795;2017;5
"2017-05-29";20558;2017;5
"2017-05-30";18184;2017;5
"2017-05-31";16670;2017;5
"2017-06-01";89145;2017;6
"2017-06-02";37859;2017;6
"2017-06-03";9916;2017;6
"2017-06-04";12047;2017;6
"2017-06-05";19977;2017;6
"2017-06-06";24894;2017;6
"2017-06-07";16515;2017;6
"2017-06-08";13972;2017;6
"2017-06-09";14110;2017;6
"2017-06-10";10936;2017;6
"2017-06-11";12402;2017;6
"2017-06-12";56091;2017;6
"2017-06-13";14453;2017;6
"2017-06-14";10749;2017;6
"2017-06-15";5514;2017;6
"2017-06-16";11902;2017;6
"2017-06-17";10257;2017;6
"2017-06-18";4790;2017;6
"2017-06-19";20370;2017;6
"2017-06-20";19786;2017;6
"2017-06-21";21090;2017;6
"2017-06-22";12442;2017;6
"2017-06-23";12644;2017;6
"2017-06-24";12296;2017;6
"2017-06-25";11705;2017;6
"2017-06-26";23974;2017;6
"2017-06-27";23060;2017;6
"2017-06-28";19357;2017;6
"2017-06-29";106774;2017;6
"2017-06-30";19825;2017;6
"2017-07-01";9953;2017;7
"2017-07-02";11912;2017;7
"2017-07-03";85437;2017;7
"2017-07-04";18933;2017;7
"2017-07-05";14190;2017;7
"2017-07-06";15576;2017;7
"2017-07-07";13065;2017;7
"2017-07-08";10983;2017;7
"2017-07-09";12719;2017;7
"2017-07-10";21088;2017;7
"2017-07-11";20189;2017;7
"2017-07-12";18455;2017;7
"2017-07-13";13796;2017;7
"2017-07-14";14075;2017;7
"2017-07-15";11718;2017;7
"2017-07-16";13739;2017;7
"2017-07-17";21784;2017;7
"2017-07-18";20418;2017;7
"2017-07-19";17127;2017;7
"2017-07-20";13561;2017;7
"2017-07-21";14982;2017;7
"2017-07-22";11945;2017;7
"2017-07-23";12908;2017;7
"2017-07-24";22006;2017;7
"2017-07-25";25843;2017;7
"2017-07-26";26335;2017;7
"2017-07-27";14907;2017;7
"2017-07-28";45290;2017;7
"2017-07-29";11927;2017;7
"2017-07-30";13986;2017;7
"2017-07-31";23845;2017;7
"2017-08-01";21477;2017;8
"2017-08-02";15580;2017;8
"2017-08-03";22963;2017;8
"2017-08-04";33206;2017;8
"2017-08-05";11228;2017;8
"2017-08-06";8737;2017;8
"2017-08-07";24419;2017;8
"2017-08-08";31276;2017;8
"2017-08-09";29723;2017;8
"2017-08-10";89613;2017;8
"2017-08-11";112618;2017;8
"2017-08-12";11505;2017;8
"2017-08-13";9149;2017;8
"2017-08-14";21611;2017;8
"2017-08-15";20727;2017;8
"2017-08-16";17350;2017;8
"2017-08-17";15706;2017;8
"2017-08-18";14815;2017;8
"2017-08-19";12136;2017;8
"2017-08-20";11329;2017;8
"2017-08-21";20454;2017;8
"2017-08-22";20759;2017;8
"2017-08-23";17941;2017;8
"2017-08-24";13574;2017;8
"2017-08-25";11024;2017;8
"2017-08-26";8970;2017;8
"2017-08-27";8041;2017;8
"2017-08-28";19169;2017;8
"2017-08-29";22956;2017;8
"2017-08-30";17452;2017;8
"2017-08-31";13126;2017;8
"2017-09-01";10242;2017;9
"2017-09-02";10759;2017;9
"2017-09-03";6769;2017;9
"2017-09-04";17735;2017;9
"2017-09-05";14698;2017;9
"2017-09-06";12402;2017;9
"2017-09-07";4675;2017;9
"2017-09-08";10143;2017;9
"2017-09-09";7133;2017;9
"2017-09-10";6207;2017;9
"2017-09-11";19349;2017;9
"2017-09-12";17068;2017;9
"2017-09-13";14236;2017;9
"2017-09-14";16412;2017;9
"2017-09-15";12502;2017;9
"2017-09-16";10026;2017;9
"2017-09-17";6883;2017;9
"2017-09-18";59436;2017;9
"2017-09-19";19445;2017;9
"2017-09-20";16325;2017;9
"2017-09-21";40139;2017;9
"2017-09-22";44073;2017;9
"2017-09-23";8362;2017;9
"2017-09-24";7236;2017;9
"2017-09-25";23359;2017;9
"2017-09-26";30425;2017;9
"2017-09-27";42914;2017;9
"2017-09-28";14155;2017;9
"2017-09-29";32276;2017;9
"2017-09-30";10642;2017;9
"2017-10-01";7198;2017;10
"2017-10-02";20877;2017;10
"2017-10-03";17863;2017;10
"2017-10-04";17815;2017;10
"2017-10-05";12555;2017;10
"2017-10-06";25083;2017;10
"2017-10-07";7789;2017;10
"2017-10-08";6614;2017;10
"2017-10-09";74684;2017;10
"2017-10-10";45330;2017;10
"2017-10-11";16066;2017;10
"2017-10-12";4524;2017;10
"2017-10-13";114712;2017;10
"2017-10-14";77652;2017;10
"2017-10-15";5553;2017;10
"2017-10-16";94748;2017;10
"2017-10-17";25869;2017;10
"2017-10-18";31698;2017;10
"2017-10-19";35053;2017;10
"2017-10-20";21163;2017;10
"2017-10-21";8591;2017;10
"2017-10-22";6475;2017;10
"2017-10-23";72765;2017;10
"2017-10-24";94809;2017;10
"2017-10-25";19882;2017;10
"2017-10-26";35563;2017;10
"2017-10-27";37555;2017;10
"2017-10-28";6783;2017;10
"2017-10-29";6005;2017;10
"2017-10-30";20660;2017;10
"2017-10-31";14580;2017;10
"2017-11-01";13107;2017;11
"2017-11-02";4320;2017;11
"2017-11-03";117589;2017;11
"2017-11-04";8032;2017;11
"2017-11-05";6341;2017;11
"2017-11-06";17703;2017;11
"2017-11-07";17989;2017;11
"2017-11-08";16050;2017;11
"2017-11-09";16274;2017;11
"2017-11-10";79639;2017;11
"2017-11-11";8307;2017;11
"2017-11-12";5618;2017;11
"2017-11-13";17282;2017;11
"2017-11-14";22698;2017;11
"2017-11-15";6213;2017;11
"2017-11-16";21139;2017;11
"2017-11-17";30887;2017;11
"2017-11-18";8333;2017;11
"2017-11-19";5716;2017;11
"2017-11-20";21915;2017;11
"2017-11-21";16813;2017;11
